United Arab Emirates;Abu Dhabi;Nigeria;Abuja;5243
United Arab Emirates;Abu Dhabi;Cuba;Havana;12948
United Arab Emirates;Abu Dhabi;Finland;Helsinki;4566
United Arab Emirates;Abu Dhabi;Solomon Islands;Honiara;12001
United Arab Emirates;Abu Dhabi;Pakistan;Islamabad;2081
United Arab Emirates;Abu Dhabi;Indonesia;Jakarta;6617
United Arab Emirates;Abu Dhabi;Israel;Jerusalem;2041
United Arab Emirates;Abu Dhabi;South Sudan;Juba;3265
United Arab Emirates;Abu Dhabi;Afghanistan;Kabul;1813
United Arab Emirates;Abu Dhabi;Uganda;Kampala;3563
United Arab Emirates;Abu Dhabi;Nepal;Kathmandu;3096
United Arab Emirates;Abu Dhabi;Sudan;Khartoum;2481
United Arab Emirates;Abu Dhabi;Rwanda;Kigali;3935
United Arab Emirates;Abu Dhabi;Saint Vincent and the Grenadines;Kingstown;11864
United Arab Emirates;Abu Dhabi;Congo, Democratic Republic of the;Kinshasa;5294
United Arab Emirates;Abu Dhabi;Malaysia;Kuala Lumpur;5589
United Arab Emirates;Abu Dhabi;Kuwait;Kuwait City;834
United Arab Emirates;Abu Dhabi;Ukraine;Kyiv;3538
United Arab Emirates;Abu Dhabi;Gabon;Libreville;5517
United Arab Emirates;Abu Dhabi;Malawi;Lilongwe;4820
United Arab Emirates;Abu Dhabi;Peru;Lima;14719
United Arab Emirates;Abu Dhabi;Portugal;Lisbon;6094
United Arab Emirates;Abu Dhabi;Slovenia;Ljubljana;4273
United Arab Emirates;Abu Dhabi;Togo;Lomé;6006
United Arab Emirates;Abu Dhabi;United Kingdom;London;5469
United Arab Emirates;Abu Dhabi;Angola;Luanda;5793
United Arab Emirates;Abu Dhabi;Zambia;Lusaka;5257
United Arab Emirates;Abu Dhabi;Luxembourg;Luxembourg (city);4989
United Arab Emirates;Abu Dhabi;Spain;Madrid;5621
United Arab Emirates;Abu Dhabi;Marshall Islands;Majuro;12340
United Arab Emirates;Abu Dhabi;Equatorial Guinea;Malabo;5388
United Arab Emirates;Abu Dhabi;Bahrain;Manama;426
United Arab Emirates;Abu Dhabi;Philippines;Manila;7000
United Arab Emirates;Abu Dhabi;Mozambique;Maputo;6072
United Arab Emirates;Abu Dhabi;Lesotho;Maseru;6629
United Arab Emirates;Abu Dhabi;Eswatini;Mbabane;6169
United Arab Emirates;Abu Dhabi;Mexico;Mexico City;14343
United Arab Emirates;Abu Dhabi;Belarus;Minsk;3953
United Arab Emirates;Abu Dhabi;Somalia;Mogadishu;2674
United Arab Emirates;Abu Dhabi;Monaco;Monaco;4741
United Arab Emirates;Abu Dhabi;Liberia;Monrovia;7202
United Arab Emirates;Abu Dhabi;Uruguay;Montevideo;13326
United Arab Emirates;Abu Dhabi;Russia;Moscow;3734
United Arab Emirates;Abu Dhabi;Oman;Muscat;421
United Arab Emirates;Abu Dhabi;Chad;N'Djamena;4351
United Arab Emirates;Abu Dhabi;Kenya;Nairobi;3430
United Arab Emirates;Abu Dhabi;Myanmar;Naypyidaw;4312
United Arab Emirates;Abu Dhabi;India;New Delhi;2313
United Arab Emirates;Abu Dhabi;Niger;Niamey;5589
United Arab Emirates;Abu Dhabi;Cyprus;Nicosia;2340
United Arab Emirates;Abu Dhabi;Mauritania;Nouakchott;7240
United Arab Emirates;Abu Dhabi;Tonga;Nukuʻalofa;14937
United Arab Emirates;Abu Dhabi;Kazakhstan;Nur-Sultan;3305
United Arab Emirates;Abu Dhabi;Norway;Oslo;5164
United Arab Emirates;Abu Dhabi;Canada;Ottawa;10741
United Arab Emirates;Abu Dhabi;Burkina Faso;Ouagadougou;6006
United Arab Emirates;Abu Dhabi;Panama;Panama City;13773
United Arab Emirates;Abu Dhabi;Suriname;Paramaribo;11682
United Arab Emirates;Abu Dhabi;France;Paris;5236
United Arab Emirates;Abu Dhabi;Cambodia;Phnom Penh;5499
United Arab Emirates;Abu Dhabi;Montenegro;Podgorica;3778
United Arab Emirates;Abu Dhabi;Mauritius;Port Louis;4971
United Arab Emirates;Abu Dhabi;Papua New Guinea;Port Moresby;10714
United Arab Emirates;Abu Dhabi;Vanuatu;Port Vila;13174
United Arab Emirates;Abu Dhabi;Trinidad and Tobago;Port of Spain;12033
United Arab Emirates;Abu Dhabi;Haiti;Port-au-Prince;12510
United Arab Emirates;Abu Dhabi;Benin;Porto-Novo;5851
United Arab Emirates;Abu Dhabi;Czechia;Prague;4451
United Arab Emirates;Abu Dhabi;Cabo Verde;Praia;8118
United Arab Emirates;Abu Dhabi;South Africa;Pretoria;6248
United Arab Emirates;Abu Dhabi;Kosovo;Pristina;3642
United Arab Emirates;Abu Dhabi;North Korea;Pyongyang;6764
United Arab Emirates;Abu Dhabi;Ecuador;Quito;14267
United Arab Emirates;Abu Dhabi;Morocco;Rabat;5943
United Arab Emirates;Abu Dhabi;Iceland;Reykjavik;6909
United Arab Emirates;Abu Dhabi;Latvia;Riga;4346
United Arab Emirates;Abu Dhabi;Saudi Arabia;Riyadh;773
United Arab Emirates;Abu Dhabi;Italy;Rome;4293
United Arab Emirates;Abu Dhabi;Dominica;Roseau;11755
United Arab Emirates;Abu Dhabi;San Marino;San Marino;4353
United Arab Emirates;Abu Dhabi;El Salvador;San Salvador;14204
United Arab Emirates;Abu Dhabi;Yemen;Sana'a;1466
United Arab Emirates;Abu Dhabi;Chile;Santiago;14626
United Arab Emirates;Abu Dhabi;Bosnia and Herzegovina;Sarajevo;3899
United Arab Emirates;Abu Dhabi;South Korea;Seoul;6898
United Arab Emirates;Abu Dhabi;Singapore;Singapore;5898
United Arab Emirates;Abu Dhabi;North Macedonia;Skopje;3594
United Arab Emirates;Abu Dhabi;Bulgaria;Sofia;3483
United Arab Emirates;Abu Dhabi;Sri Lanka;Sri Jayawardenepura Kotte;3343
United Arab Emirates;Abu Dhabi;Sweden;Stockholm;4786
United Arab Emirates;Abu Dhabi;Fiji;Suva;14206
United Arab Emirates;Abu Dhabi;Sao Tome and Principe;São Tomé;5777
United Arab Emirates;Abu Dhabi;Taiwan;Taipei;6699
United Arab Emirates;Abu Dhabi;Estonia;Tallinn;4514
United Arab Emirates;Abu Dhabi;Kiribati;Tarawa;12805
United Arab Emirates;Abu Dhabi;Uzbekistan;Tashkent;2323
United Arab Emirates;Abu Dhabi;Georgia;Tbilisi;2110
United Arab Emirates;Abu Dhabi;Honduras;Tegucigalpa;14024
United Arab Emirates;Abu Dhabi;Bhutan;Thimphu;3527
United Arab Emirates;Abu Dhabi;Japan;Tokyo;8048
United Arab Emirates;Abu Dhabi;Libya;Tripoli;4094
United Arab Emirates;Abu Dhabi;Tunisia;Tunis;4398
United Arab Emirates;Abu Dhabi;Mongolia;Ulaanbaatar;5254
United Arab Emirates;Abu Dhabi;Liechtenstein;Vaduz;4672
United Arab Emirates;Abu Dhabi;Malta;Valletta;4002
United Arab Emirates;Abu Dhabi;Vatican City (Holy See);Vatican City;4297
United Arab Emirates;Abu Dhabi;Austria;Vienna;4234
United Arab Emirates;Abu Dhabi;Laos;Vientiane;5024
United Arab Emirates;Abu Dhabi;Lithuania;Vilnius;4120
United Arab Emirates;Abu Dhabi;Poland;Warsaw;4170
United Arab Emirates;Abu Dhabi;United States of America;Washington, D.C.;11335
United Arab Emirates;Abu Dhabi;New Zealand;Wellington;14254
United Arab Emirates;Abu Dhabi;Namibia;Windhoek;6595
United Arab Emirates;Abu Dhabi;Cote d'Ivoire;Yamoussoukro;6624
United Arab Emirates;Abu Dhabi;Cameroon;Yaounde;5119
United Arab Emirates;Abu Dhabi;Nauru;Yaren District;12298
United Arab Emirates;Abu Dhabi;Armenia;Yerevan;1972
United Arab Emirates;Abu Dhabi;Croatia;Zagreb;4157
Nigeria;Abuja;Ghana;Accra;932
Nigeria;Abuja;Ethiopia;Addis Ababa;3428
Nigeria;Abuja;Algeria;Algiers;3108
Nigeria;Abuja;Jordan;Amman;3878
Nigeria;Abuja;Netherlands;Amsterdam;4817
Nigeria;Abuja;Andorra;Andorra la Vella;3760
Nigeria;Abuja;Turkey;Ankara;4250
Nigeria;Abuja;Madagascar;Antananarivo;5377
Nigeria;Abuja;Samoa;Apia;19465
Nigeria;Abuja;Turkmenistan;Ashgabat;5996
Nigeria;Abuja;Eritrea;Asmara;3481
Nigeria;Abuja;Paraguay;Asunción;8005
Nigeria;Abuja;Greece;Athens;3601
Nigeria;Abuja;Iraq;Baghdad;4636
Nigeria;Abuja;Azerbaijan;Baku;5432
Nigeria;Abuja;Mali;Bamako;1735
Nigeria;Abuja;Brunei;Bandar Seri Begawan;11819
Nigeria;Abuja;Thailand;Bangkok;10083
Nigeria;Abuja;Central African Republic;Bangui;1328
Nigeria;Abuja;Gambia;Banjul;2665
Nigeria;Abuja;Saint Kitts and Nevis;Basseterre;7615
Nigeria;Abuja;China;Beijing;10922
Nigeria;Abuja;Lebanon;Beirut;3973
Nigeria;Abuja;Serbia;Belgrade;4163
Nigeria;Abuja;Belize;Belmopan;10357
Nigeria;Abuja;Germany;Berlin;4857
Nigeria;Abuja;Switzerland;Bern;4209
Nigeria;Abuja;Kyrgyzstan;Bishkek;7460
Nigeria;Abuja;Guinea-Bissau;Bissau;2536
Nigeria;Abuja;Colombia;Bogotá;8994
Nigeria;Abuja;Brazil;Brasilia;6688
Nigeria;Abuja;Slovakia;Bratislava;4435
Nigeria;Abuja;Congo, Republic of the;Brazzaville;1715
Nigeria;Abuja;Barbados;Bridgetown;7311
Nigeria;Abuja;Belgium;Brussels;4651
Nigeria;Abuja;Romania;Bucharest;4319
Nigeria;Abuja;Hungary;Budapest;4406
Nigeria;Abuja;Argentina;Buenos Aires;8438
Nigeria;Abuja;Egypt;Cairo;3392
Nigeria;Abuja;Australia;Canberra;15146
Nigeria;Abuja;Venezuela;Caracas;8127
Nigeria;Abuja;Saint Lucia;Castries;7451
Nigeria;Abuja;Moldova;Chisinau;4675
Nigeria;Abuja;Guinea;Conakry;2324
Nigeria;Abuja;Denmark;Copenhagen;5198
Nigeria;Abuja;Senegal;Dakar;2779
Nigeria;Abuja;Syria;Damascus;4006
Nigeria;Abuja;Bangladesh;Dhaka;8880
Nigeria;Abuja;Timor-Leste;Dili;13211
Nigeria;Abuja;Djibouti;Djibouti (city);3906
Nigeria;Abuja;Tanzania;Dodoma;3558
Nigeria;Abuja;Qatar;Doha;4982
Nigeria;Abuja;Tajikistan;Dushanbe;6891
Nigeria;Abuja;Sierra Leone;Freetown;2275
Nigeria;Abuja;Tuvalu;Funafuti;19089
Nigeria;Abuja;Botswana;Gaborone;4246
Nigeria;Abuja;Burundi;Gitega;2845
Nigeria;Abuja;Guatemala;Guatemala City;10597
Nigeria;Abuja;Vietnam;Hanoi;10495
Nigeria;Abuja;Zimbabwe;Harare;3952
Nigeria;Abuja;Cuba;Havana;9590
Nigeria;Abuja;Finland;Helsinki;5861
Nigeria;Abuja;Solomon Islands;Honiara;16982
Nigeria;Abuja;Pakistan;Islamabad;7191
Nigeria;Abuja;Indonesia;Jakarta;11128
Nigeria;Abuja;Israel;Jerusalem;3812
Nigeria;Abuja;South Sudan;Juba;2700
Nigeria;Abuja;Afghanistan;Kabul;6848
Nigeria;Abuja;Uganda;Kampala;2942
Nigeria;Abuja;Nepal;Kathmandu;8337
Nigeria;Abuja;Sudan;Khartoum;2812
Nigeria;Abuja;Rwanda;Kigali;2783
Nigeria;Abuja;Saint Vincent and the Grenadines;Kingstown;7484
Nigeria;Abuja;Congo, Democratic Republic of the;Kinshasa;1722
Nigeria;Abuja;Malaysia;Kuala Lumpur;10407
Nigeria;Abuja;Kuwait;Kuwait City;4774
Nigeria;Abuja;Ukraine;Kyiv;5062
Nigeria;Abuja;Gabon;Libreville;988
Nigeria;Abuja;Malawi;Lilongwe;3868
Nigeria;Abuja;Peru;Lima;9622
Nigeria;Abuja;Portugal;Lisbon;3689
Nigeria;Abuja;Slovenia;Ljubljana;4164
Nigeria;Abuja;Togo;Lomé;762
Nigeria;Abuja;United Kingdom;London;4766
Nigeria;Abuja;Angola;Luanda;2088
Nigeria;Abuja;Zambia;Lusaka;3555
Nigeria;Abuja;Luxembourg;Luxembourg (city);4506
Nigeria;Abuja;Spain;Madrid;3651
Nigeria;Abuja;Marshall Islands;Majuro;17471
Nigeria;Abuja;Equatorial Guinea;Malabo;607
Nigeria;Abuja;Bahrain;Manama;4915
Nigeria;Abuja;Philippines;Manila;12218
Nigeria;Abuja;Mozambique;Maputo;4744
Nigeria;Abuja;Lesotho;Maseru;4771
Nigeria;Abuja;Eswatini;Mbabane;4687
Nigeria;Abuja;Mexico;Mexico City;11373
Nigeria;Abuja;Belarus;Minsk;5293
Nigeria;Abuja;Somalia;Mogadishu;4255
Nigeria;Abuja;Monaco;Monaco;3852
Nigeria;Abuja;Liberia;Monrovia;2036
Nigeria;Abuja;Uruguay;Montevideo;8265
Nigeria;Abuja;Russia;Moscow;5816
Nigeria;Abuja;Oman;Muscat;5632
Nigeria;Abuja;Chad;N'Djamena;892
Nigeria;Abuja;Kenya;Nairobi;3445
Nigeria;Abuja;Myanmar;Naypyidaw;9518
Nigeria;Abuja;India;New Delhi;7547
Nigeria;Abuja;Niger;Niamey;764
Nigeria;Abuja;Cyprus;Nicosia;3912
Nigeria;Abuja;Mauritania;Nouakchott;2719
Nigeria;Abuja;Tonga;Nukuʻalofa;18630
Nigeria;Abuja;Kazakhstan;Nur-Sultan;7417
Nigeria;Abuja;Norway;Oslo;5656
Nigeria;Abuja;Canada;Ottawa;8754
Nigeria;Abuja;Burkina Faso;Ouagadougou;1050
Nigeria;Abuja;Panama;Panama City;9518
Nigeria;Abuja;Suriname;Paramaribo;6908
Nigeria;Abuja;France;Paris;4447
Nigeria;Abuja;Cambodia;Phnom Penh;10597
Nigeria;Abuja;Montenegro;Podgorica;3882
Nigeria;Abuja;Mauritius;Port Louis;6359
Nigeria;Abuja;Papua New Guinea;Port Moresby;15580
Nigeria;Abuja;Vanuatu;Port Vila;17719
Nigeria;Abuja;Trinidad and Tobago;Port of Spain;7540
Nigeria;Abuja;Haiti;Port-au-Prince;8617
Nigeria;Abuja;Benin;Porto-Novo;608
Nigeria;Abuja;Czechia;Prague;4602
Nigeria;Abuja;Cabo Verde;Praia;3427
Nigeria;Abuja;South Africa;Pretoria;4469
Nigeria;Abuja;Kosovo;Pristina;3964
Nigeria;Abuja;North Korea;Pyongyang;11701
Nigeria;Abuja;Ecuador;Quito;9565
Nigeria;Abuja;Morocco;Rabat;3135
Nigeria;Abuja;Iceland;Reykjavik;6540
Nigeria;Abuja;Latvia;Riga;5511
Nigeria;Abuja;Saudi Arabia;Riyadh;4494
Nigeria;Abuja;Italy;Rome;3679
Nigeria;Abuja;Dominica;Roseau;7485
Nigeria;Abuja;San Marino;San Marino;3905
Nigeria;Abuja;El Salvador;San Salvador;10473
Nigeria;Abuja;Yemen;Sana'a;4043
Nigeria;Abuja;Chile;Santiago;9476
Nigeria;Abuja;Bosnia and Herzegovina;Sarajevo;4008
Nigeria;Abuja;South Korea;Seoul;11868
Nigeria;Abuja;Singapore;Singapore;10674
Nigeria;Abuja;North Macedonia;Skopje;3905
Nigeria;Abuja;Bulgaria;Sofia;4043
Nigeria;Abuja;Sri Lanka;Sri Jayawardenepura Kotte;7958
Nigeria;Abuja;Sweden;Stockholm;5655
Nigeria;Abuja;Fiji;Suva;18598
Nigeria;Abuja;Sao Tome and Principe;São Tomé;973
Nigeria;Abuja;Taiwan;Taipei;11924
Nigeria;Abuja;Estonia;Tallinn;5781
Nigeria;Abuja;Kiribati;Tarawa;18025
Nigeria;Abuja;Uzbekistan;Tashkent;6994
Nigeria;Abuja;Georgia;Tbilisi;5141
Nigeria;Abuja;Honduras;Tegucigalpa;10256
Nigeria;Abuja;Bhutan;Thimphu;8768
Nigeria;Abuja;Japan;Tokyo;12950
Nigeria;Abuja;Libya;Tripoli;2711
Nigeria;Abuja;Tunisia;Tunis;3094
Nigeria;Abuja;Mongolia;Ulaanbaatar;9946
Nigeria;Abuja;Liechtenstein;Vaduz;4235
Nigeria;Abuja;Malta;Valletta;3063
Nigeria;Abuja;Vatican City (Holy See);Vatican City;3681
Nigeria;Abuja;Austria;Vienna;4427
Nigeria;Abuja;Laos;Vientiane;10224
Nigeria;Abuja;Lithuania;Vilnius;5308
Nigeria;Abuja;Poland;Warsaw;4950
Nigeria;Abuja;United States of America;Washington, D.C.;8896
Nigeria;Abuja;New Zealand;Wellington;16209
Nigeria;Abuja;Namibia;Windhoek;3667
Nigeria;Abuja;Cote d'Ivoire;Yamoussoukro;1426
Nigeria;Abuja;Cameroon;Yaounde;729
Nigeria;Abuja;Nauru;Yaren District;17537
Nigeria;Abuja;Armenia;Yerevan;5028
Nigeria;Abuja;Croatia;Zagreb;4163
Ghana;Accra;Ethiopia;Addis Ababa;4307
Ghana;Accra;Algeria;Algiers;3483
Ghana;Accra;Jordan;Amman;4760
Ghana;Accra;Netherlands;Amsterdam;5223
Ghana;Accra;Andorra;Andorra la Vella;4109
Ghana;Accra;Turkey;Ankara;5049
Ghana;Accra;Madagascar;Antananarivo;5887
Ghana;Accra;Samoa;Apia;18696
Ghana;Accra;Turkmenistan;Ashgabat;6893
Ghana;Accra;Eritrea;Asmara;4403
Ghana;Accra;Paraguay;Asunción;7078
Ghana;Accra;Greece;Athens;4339
Ghana;Accra;Iraq;Baghdad;5534
Ghana;Accra;Azerbaijan;Baku;6299
Ghana;Accra;Mali;Bamako;1162
Ghana;Accra;Brunei;Bandar Seri Begawan;12712
Ghana;Accra;Thailand;Bangkok;11000
Ghana;Accra;Central African Republic;Bangui;2081
Ghana;Accra;Gambia;Banjul;1996
Ghana;Accra;Saint Kitts and Nevis;Basseterre;6906
Ghana;Accra;China;Beijing;11804
Ghana;Accra;Lebanon;Beirut;4839
Ghana;Accra;Serbia;Belgrade;4802
Ghana;Accra;Belize;Belmopan;9666
Ghana;Accra;Germany;Berlin;5365
Ghana;Accra;Switzerland;Bern;4658
Ghana;Accra;Kyrgyzstan;Bishkek;8346
Ghana;Accra;Guinea-Bissau;Bissau;1826
Ghana;Accra;Colombia;Bogotá;8170
Ghana;Accra;Brazil;Brasilia;5755
Ghana;Accra;Slovakia;Bratislava;5009
Ghana;Accra;Congo, Republic of the;Brazzaville;2036
Ghana;Accra;Barbados;Bridgetown;6555
Ghana;Accra;Belgium;Brussels;5051
Ghana;Accra;Romania;Bucharest;5020
Ghana;Accra;Hungary;Budapest;5008
Ghana;Accra;Argentina;Buenos Aires;7539
Ghana;Accra;Egypt;Cairo;4267
Ghana;Accra;Australia;Canberra;15444
Ghana;Accra;Venezuela;Caracas;7348
Ghana;Accra;Saint Lucia;Castries;6705
Ghana;Accra;Moldova;Chisinau;5377
Ghana;Accra;Guinea;Conakry;1551
Ghana;Accra;Denmark;Copenhagen;5684
Ghana;Accra;Senegal;Dakar;2140
Ghana;Accra;Syria;Damascus;4878
Ghana;Accra;Bangladesh;Dhaka;9812
Ghana;Accra;Timor-Leste;Dili;14015
Ghana;Accra;Djibouti;Djibouti (city);4804
Ghana;Accra;Tanzania;Dodoma;4194
Ghana;Accra;Qatar;Doha;5914
Ghana;Accra;Tajikistan;Dushanbe;7795
Ghana;Accra;Sierra Leone;Freetown;1473
Ghana;Accra;Tuvalu;Funafuti;19665
Ghana;Accra;Botswana;Gaborone;4386
Ghana;Accra;Burundi;Gitega;3486
Ghana;Accra;Guatemala;Guatemala City;9881
Ghana;Accra;Vietnam;Hanoi;11427
Ghana;Accra;Zimbabwe;Harare;4300
Ghana;Accra;Cuba;Havana;8959
Ghana;Accra;Finland;Helsinki;6428
Ghana;Accra;Solomon Islands;Honiara;17773
Ghana;Accra;Pakistan;Islamabad;8113
Ghana;Accra;Indonesia;Jakarta;11940
Ghana;Accra;Israel;Jerusalem;4692
Ghana;Accra;South Sudan;Juba;3519
Ghana;Accra;Afghanistan;Kabul;7767
Ghana;Accra;Uganda;Kampala;3682
Ghana;Accra;Nepal;Kathmandu;9269
Ghana;Accra;Sudan;Khartoum;3739
Ghana;Accra;Rwanda;Kigali;3460
Ghana;Accra;Saint Vincent and the Grenadines;Kingstown;6729
Ghana;Accra;Congo, Democratic Republic of the;Kinshasa;2042
Ghana;Accra;Malaysia;Kuala Lumpur;11279
Ghana;Accra;Kuwait;Kuwait City;5695
Ghana;Accra;Ukraine;Kyiv;5748
Ghana;Accra;Gabon;Libreville;1214
Ghana;Accra;Malawi;Lilongwe;4330
Ghana;Accra;Peru;Lima;8708
Ghana;Accra;Portugal;Lisbon;3795
Ghana;Accra;Slovenia;Ljubljana;4718
Ghana;Accra;Togo;Lomé;170
Ghana;Accra;United Kingdom;London;5106
Ghana;Accra;Angola;Luanda;2184
Ghana;Accra;Zambia;Lusaka;3905
Ghana;Accra;Luxembourg;Luxembourg (city);4931
Ghana;Accra;Spain;Madrid;3886
Ghana;Accra;Marshall Islands;Majuro;18315
Ghana;Accra;Equatorial Guinea;Malabo;1014
Ghana;Accra;Bahrain;Manama;5845
Ghana;Accra;Philippines;Manila;13146
Ghana;Accra;Mozambique;Maputo;4974
Ghana;Accra;Lesotho;Maseru;4871
Ghana;Accra;Eswatini;Mbabane;4890
Ghana;Accra;Mexico;Mexico City;10725
Ghana;Accra;Belarus;Minsk;5927
Ghana;Accra;Somalia;Mogadishu;5062
Ghana;Accra;Monaco;Monaco;4307
Ghana;Accra;Liberia;Monrovia;1174
Ghana;Accra;Uruguay;Montevideo;7370
Ghana;Accra;Russia;Moscow;6500
Ghana;Accra;Oman;Muscat;6565
Ghana;Accra;Chad;N'Djamena;1825
Ghana;Accra;Kenya;Nairobi;4177
Ghana;Accra;Myanmar;Naypyidaw;10447
Ghana;Accra;India;New Delhi;8478
Ghana;Accra;Niger;Niamey;920
Ghana;Accra;Cyprus;Nicosia;4756
Ghana;Accra;Mauritania;Nouakchott;2205
Ghana;Accra;Tonga;Nukuʻalofa;18188
Ghana;Accra;Kazakhstan;Nur-Sultan;8246
Ghana;Accra;Norway;Oslo;6111
Ghana;Accra;Canada;Ottawa;8432
Ghana;Accra;Burkina Faso;Ouagadougou;770
Ghana;Accra;Panama;Panama City;8736
Ghana;Accra;Suriname;Paramaribo;6079
Ghana;Accra;France;Paris;4818
Ghana;Accra;Cambodia;Phnom Penh;11510
Ghana;Accra;Montenegro;Podgorica;4525
Ghana;Accra;Mauritius;Port Louis;6915
Ghana;Accra;Papua New Guinea;Port Moresby;16379
Ghana;Accra;Vanuatu;Port Vila;18160
Ghana;Accra;Trinidad and Tobago;Port of Spain;6759
Ghana;Accra;Haiti;Port-au-Prince;7925
Ghana;Accra;Benin;Porto-Novo;327
Ghana;Accra;Czechia;Prague;5133
Ghana;Accra;Cabo Verde;Praia;2749
Ghana;Accra;South Africa;Pretoria;4633
Ghana;Accra;Kosovo;Pristina;4629
Ghana;Accra;North Korea;Pyongyang;12571
Ghana;Accra;Ecuador;Quito;8711
Ghana;Accra;Morocco;Rabat;3236
Ghana;Accra;Iceland;Reykjavik;6737
Ghana;Accra;Latvia;Riga;6094
Ghana;Accra;Saudi Arabia;Riyadh;5425
Ghana;Accra;Italy;Rome;4228
Ghana;Accra;Dominica;Roseau;6753
Ghana;Accra;San Marino;San Marino;4441
Ghana;Accra;El Salvador;San Salvador;9746
Ghana;Accra;Yemen;Sana'a;4962
Ghana;Accra;Chile;Santiago;8560
Ghana;Accra;Bosnia and Herzegovina;Sarajevo;4629
Ghana;Accra;South Korea;Seoul;12743
Ghana;Accra;Singapore;Singapore;11538
Ghana;Accra;North Macedonia;Skopje;4579
Ghana;Accra;Bulgaria;Sofia;4732
Ghana;Accra;Sri Lanka;Sri Jayawardenepura Kotte;8837
Ghana;Accra;Sweden;Stockholm;6175
Ghana;Accra;Fiji;Suva;18594
Ghana;Accra;Sao Tome and Principe;São Tomé;962
Ghana;Accra;Taiwan;Taipei;12851
